"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Influenza and pneumonia","J09-J18","2011","2011","Jul., 2011","2011/07","75-84 years","75-84",3114,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Jul., 2011","2011/07","85+ years","85+",4733,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Jul., 2011","2011/07","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","< 1 year","1",21,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","1-4 years","1-4",14,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","15-24 years","15-24",45,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","25-34 years","25-34",101,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","35-44 years","35-44",160,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","45-54 years","45-54",560,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","55-64 years","55-64",1052,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","65-74 years","65-74",1734,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","75-84 years","75-84",3015,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","85+ years","85+",4508,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Aug., 2011","2011/08","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","< 1 year","1",23,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","1-4 years","1-4",11,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","5-14 years","5-14",16,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","15-24 years","15-24",45,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","25-34 years","25-34",95,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","35-44 years","35-44",169,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","45-54 years","45-54",513,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","55-64 years","55-64",1117,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","65-74 years","65-74",1684,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","75-84 years","75-84",2981,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Sep., 2011","2011/09","85+ years","85+",4427,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","< 1 year","1",31,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","1-4 years","1-4",15,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","5-14 years","5-14",20,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","15-24 years","15-24",51,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","25-34 years","25-34",97,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","35-44 years","35-44",209,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","45-54 years","45-54",632,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","55-64 years","55-64",1180,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","65-74 years","65-74",1720,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","75-84 years","75-84",3271,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Oct., 2011","2011/10","85+ years","85+",5141,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","< 1 year","1",27,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","1-4 years","1-4",22,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","5-14 years","5-14",19,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","15-24 years","15-24",52,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","25-34 years","25-34",114,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","35-44 years","35-44",192,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","45-54 years","45-54",589,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","55-64 years","55-64",1147,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","65-74 years","65-74",1926,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","75-84 years","75-84",3426,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Nov., 2011","2011/11","85+ years","85+",5345,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","< 1 year","1",46,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","1-4 years","1-4",28,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","5-14 years","5-14",25,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","15-24 years","15-24",70,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","25-34 years","25-34",125,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","35-44 years","35-44",201,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","45-54 years","45-54",634,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","55-64 years","55-64",1311,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","65-74 years","65-74",2085,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","75-84 years","75-84",3712,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","85+ years","85+",5963,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2011","2011","Dec., 2011","2011/12","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","< 1 year","1",32,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","1-4 years","1-4",20,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","5-14 years","5-14",27,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","15-24 years","15-24",62,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","25-34 years","25-34",131,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","35-44 years","35-44",220,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","45-54 years","45-54",686,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","55-64 years","55-64",1430,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","65-74 years","65-74",2175,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","75-84 years","75-84",4097,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","85+ years","85+",6698,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jan., 2012","2012/01","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","< 1 year","1",44,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","1-4 years","1-4",28,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","5-14 years","5-14",26,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","15-24 years","15-24",57,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","25-34 years","25-34",107,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","35-44 years","35-44",226,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","45-54 years","45-54",671,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","55-64 years","55-64",1284,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","65-74 years","65-74",1903,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","75-84 years","75-84",3656,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","85+ years","85+",5982,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Feb., 2012","2012/02","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","< 1 year","1",28,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","1-4 years","1-4",29,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","5-14 years","5-14",22,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","15-24 years","15-24",68,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","25-34 years","25-34",114,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","35-44 years","35-44",225,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","45-54 years","45-54",652,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","55-64 years","55-64",1367,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","65-74 years","65-74",2132,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","75-84 years","75-84",3955,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Mar., 2012","2012/03","85+ years","85+",6471,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","< 1 year","1",26,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","1-4 years","1-4",18,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","5-14 years","5-14",20,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","15-24 years","15-24",58,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","25-34 years","25-34",109,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","35-44 years","35-44",204,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","45-54 years","45-54",587,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","55-64 years","55-64",1285,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","65-74 years","65-74",1890,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","75-84 years","75-84",3504,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Apr., 2012","2012/04","85+ years","85+",5384,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","< 1 year","1",29,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","1-4 years","1-4",16,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","5-14 years","5-14",16,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","15-24 years","15-24",51,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","25-34 years","25-34",108,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","35-44 years","35-44",197,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","45-54 years","45-54",604,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","55-64 years","55-64",1210,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","65-74 years","65-74",1754,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","75-84 years","75-84",3261,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","May, 2012","2012/05","85+ years","85+",4964,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","< 1 year","1",24,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","1-4 years","1-4",11,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","5-14 years","5-14",17,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","15-24 years","15-24",41,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","25-34 years","25-34",91,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","35-44 years","35-44",186,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","45-54 years","45-54",567,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","55-64 years","55-64",1054,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","65-74 years","65-74",1667,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","75-84 years","75-84",2933,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","85+ years","85+",4526,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jun., 2012","2012/06","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","< 1 year","1",24,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","1-4 years","1-4",20,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","15-24 years","15-24",53,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","25-34 years","25-34",102,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","35-44 years","35-44",204,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","45-54 years","45-54",499,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","55-64 years","55-64",1105,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","65-74 years","65-74",1699,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","75-84 years","75-84",2960,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Jul., 2012","2012/07","85+ years","85+",4282,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","< 1 year","1",19,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","5-14 years","5-14",16,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","15-24 years","15-24",47,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","25-34 years","25-34",90,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","35-44 years","35-44",183,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","45-54 years","45-54",518,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","55-64 years","55-64",1104,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","65-74 years","65-74",1708,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","75-84 years","75-84",2939,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Aug., 2012","2012/08","85+ years","85+",4567,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","< 1 year","1",35,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","1-4 years","1-4",19,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","5-14 years","5-14",17,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","15-24 years","15-24",41,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","25-34 years","25-34",97,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","35-44 years","35-44",184,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","45-54 years","45-54",501,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","55-64 years","55-64",1131,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","65-74 years","65-74",1698,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","75-84 years","75-84",2998,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Sep., 2012","2012/09","85+ years","85+",4505,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","< 1 year","1",22,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","1-4 years","1-4",14,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","5-14 years","5-14",19,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","15-24 years","15-24",59,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","25-34 years","25-34",104,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","35-44 years","35-44",204,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","45-54 years","45-54",560,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","55-64 years","55-64",1266,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","65-74 years","65-74",1844,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","75-84 years","75-84",3215,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","85+ years","85+",5056,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Oct., 2012","2012/10","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","< 1 year","1",25,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","1-4 years","1-4",15,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","5-14 years","5-14",15,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","15-24 years","15-24",49,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","25-34 years","25-34",116,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","35-44 years","35-44",193,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","45-54 years","45-54",553,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","55-64 years","55-64",1279,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","65-74 years","65-74",1940,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","75-84 years","75-84",3201,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Nov., 2012","2012/11","85+ years","85+",5213,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","< 1 year","1",40,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","1-4 years","1-4",24,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","5-14 years","5-14",28,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","15-24 years","15-24",65,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","25-34 years","25-34",134,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","35-44 years","35-44",227,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","45-54 years","45-54",678,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","55-64 years","55-64",1535,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","65-74 years","65-74",2255,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","75-84 years","75-84",4075,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2012","2012","Dec., 2012","2012/12","85+ years","85+",6658,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","< 1 year","1",51,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","1-4 years","1-4",32,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","5-14 years","5-14",27,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","15-24 years","15-24",69,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","25-34 years","25-34",140,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","35-44 years","35-44",307,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","45-54 years","45-54",818,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","55-64 years","55-64",1801,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","65-74 years","65-74",2823,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","75-84 years","75-84",5396,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","85+ years","85+",9859,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Jan., 2013","2013/01","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","< 1 year","1",39,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","1-4 years","1-4",23,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","5-14 years","5-14",26,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","15-24 years","15-24",61,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","25-34 years","25-34",114,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","35-44 years","35-44",241,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","45-54 years","45-54",682,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","55-64 years","55-64",1468,Not Applicable,Not Applicable
,"Influenza and pneumonia","J09-J18","2013","2013","Feb., 2013","2013/02","65-74 years","65-74",2234,Not Applicable,Not Applicable
